id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00068_c0	<	Cytosol	Unknown	Fe2+:NAD+ oxidoreductase		50.3		(1)  cpd00003[c0] + (1)  cpd00067[c0] + (2)  cpd10515[c0] <= (1)  cpd00004[c0] + (2)  cpd10516[c0]	(1)  NAD [c0][c0] + (1)  H+ [c0][c0] + (2)  Fe2+ [c0][c0] <= (1)  NADH [c0][c0] + (2)  fe3 [c0][c0]	rxn00068		R00092		Biosynthesis|Degradation|Ethylene-Biosynthesis|HORMONE-SYN|Noncarbon-Nutrients|Plant-Hormone-Biosynthesis
rxn00060_c0	>	Cytosol	BHNFPM_03133_gene	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)		-25.97		(1)  cpd00001[c0] + (4)  cpd00689[c0] => (4)  cpd00013[c0] + (1)  cpd00755[c0]	(1)  H2O [c0][c0] + (4)  Porphobilinogen [c0][c0] => (4)  NH3 [c0][c0] + (1)  Hydroxymethylbilane [c0][c0]	rxn00060	HEM3	R00084	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn10197_c0	>	Cytosol	Unknown	TECA4S		-190.813		(1)  cpd00001[c0] + (30)  cpd00026[c0] + (30)  cpd00175[c0] => (30)  cpd00014[c0] + (30)  cpd00067[c0] + (30)  cpd00091[c0] + (1)  cpd11459[c0]	(1)  H2O [c0][c0] + (30)  UDP-glucose [c0][c0] + (30)  UDP-N-acetyl-D-galactosamine [c0][c0] => (30)  UDP [c0][c0] + (30)  H+ [c0][c0] + (30)  UMP [c0][c0] + (1)  tcam [c0][c0]	rxn10197				
rxn02264_c0	>	Cytosol	Unknown	Hydroxymethylbilane hydro-lyase(cyclizing)				(1)  cpd00755[c0] => (1)  cpd00001[c0] + (1)  cpd00774[c0]	(1)  Hydroxymethylbilane [c0][c0] => (1)  H2O [c0][c0] + (1)  UroporphyrinogenIII [c0][c0]	rxn02264	HEM4	R03165	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn09202_c0	>	Cytosol	BHNFPM_03015_gene	Phosphatidylserine decarboxylase (n-C18:0)		-73.2		(2)  cpd00067[c0] + (1)  cpd15557[c0] => (1)  cpd00011[c0] + (1)  cpd15533[c0]	(2)  H+ [c0][c0] + (1)  phosphatidylserine dioctadecanoyl [c0][c0] => (1)  CO2 [c0][c0] + (1)  phosphatidylethanolamine dioctadecanoyl [c0][c0]	rxn09202	PSD180			
rxn00097_c0	>	Cytosol	Unknown	ATP:AMP phosphotransferase		9.53		(1)  cpd00002[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] => (2)  cpd00008[c0]	(1)  ATP [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] => (2)  ADP [c0][c0]	rxn00097	ADK1	R00127	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Nucleotides-Salvage
rxn10481_c0	>	Cytosol	Unknown	Copper transport via ABC system		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Cu2+ [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Cu2+ [c0][c0] + (1)  H+ [c0][c0]	rxn10481	Cuabc			
rxn00198_c0	>	Cytosol	BHNFPM_03209_gene	Isocitrate:NADP+ oxidoreductase (decarboxylating)		3.13		(1)  cpd00006[c0] + (1)  cpd00260[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00024[c0]	(1)  NADP [c0][c0] + (1)  Isocitrate [c0][c0] => (1)  NADPH [c0][c0] + (1)  CO2 [c0][c0] + (1)  2-Oxoglutarate [c0][c0]	rxn00198	ICDHy	R00267	Glutathione metabolism|Carbon fixation pathways in prokaryotes	
rxn00131_c0	<	Cytosol	Unknown	AMP phosphoribohydrolase		-0.73		(1)  cpd00001[c0] + (1)  cpd00018[c0] <= (1)  cpd00101[c0] + (1)  cpd00128[c0]	(1)  H2O [c0][c0] + (1)  AMP [c0][c0] <= (1)  ribose-5-phosphate [c0][c0] + (1)  Adenine [c0][c0]	rxn00131		R00182	Purine metabolism	Adenosine-Nucleotides-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation
rxn05578_c0	>	Cytosol	Unknown	TRANS-RXNBWI-115531.ce		0		(1)  cpd00067[e0] + (1)  cpd00080[e0] => (1)  cpd00067[c0] + (1)  cpd00080[c0]	(1)  H+ [e0][e0] + (1)  Glycerol-3-phosphate [e0][e0] => (1)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0]	rxn05578				
rxn12539_c0	>	Cytosol	Unknown	Glutathione transport via proton symport		0		(1)  cpd00042[e0] + (1)  cpd00067[e0] => (1)  cpd00042[c0] + (1)  cpd00067[c0]	(1)  GSH [e0][e0] + (1)  H+ [e0][e0] => (1)  GSH [c0][c0] + (1)  H+ [c0][c0]	rxn12539				
rxn05522_c0	>	Cytosol	Unknown	citrate transport in via Co complex		0		(1)  cpd00067[e0] + (1)  cpd00137[e0] + (1)  cpd00149[e0] => (1)  cpd00067[c0] + (1)  cpd00137[c0] + (1)  cpd00149[c0]	(1)  H+ [e0][e0] + (1)  Citrate [e0][e0] + (1)  Co2+ [e0][e0] => (1)  H+ [c0][c0] + (1)  Citrate [c0][c0] + (1)  Co2+ [c0][c0]	rxn05522				
rxn03852_c0	>	Cytosol	Unknown	UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase	2.4.1.187	-1.7		(1)  cpd00861[c0] + (1)  cpd00946[c0] => (1)  cpd00014[c0] + (1)  cpd02967[c0]	(1)  UDP-N-acetyl-D-mannosamine [c0][c0] + (1)  Undecaprenyl diphospho N-acetyl-glucosamine [c0][c0] => (1)  UDP [c0][c0] + (1)  N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol [c0][c0]	rxn03852		R05566		Biosynthesis|Cell-Structure-Biosynthesis|TEICHOICACID-PWY
rxn12638_c0	>	Cytosol	Unknown	methionyl aminopeptidase		-93.58		(1)  cpd00001[c0] + (1)  cpd11588[c0] => (1)  cpd00033[c0] + (1)  cpd00129[c0]	(1)  H2O [c0][c0] + (1)  gly-pro-L [c0][c0] => (1)  Glycine [c0][c0] + (1)  L-Proline [c0][c0]	rxn12638	MEAMP1(gly-pro-L)			
rxn05722_c0	>	Cytosol	Unknown	Trimetaphosphate transport in via proton symport		0		(1)  cpd00067[e0] + (1)  cpd00793[e0] => (1)  cpd00067[c0] + (1)  cpd00793[c0]	(1)  H+ [e0][e0] + (1)  Thiamine phosphate [e0][e0] => (1)  H+ [c0][c0] + (1)  Thiamine phosphate [c0][c0]	rxn05722				
rxn08551_c0	>	Cytosol	Unknown	glycerol-3-phosphate acyltransferase (C18:0)		-3.61		(1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15268[c0] => (1)  cpd11493[c0] + (1)  cpd15329[c0]	(1)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  Octadecanoyl-ACP [c0][c0] => (1)  ACP [c0][c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08551	G3PAT180			
rxn11946_c0	>	Cytosol	Unknown	R05614		-4.36		(1)  cpd00017[c0] + (1)  cpd03449[c0] => (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0]	(1)  S-Adenosyl-L-methionine [c0][c0] + (1)  2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone [c0][c0] => (1)  S-Adenosyl-homocysteine [c0][c0] + (1)  H+ [c0][c0] + (1)  Ubiquinone-8 [c0][c0]	rxn11946		R05614	Ubiquinone and other terpenoid-quinone biosynthesis	
rxn01644_c0	>	Cytosol	BHNFPM_02085_gene	L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)		-30.86		(1)  cpd00020[c0] + (1)  cpd00346[c0] => (2)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd02120[c0]	(1)  Pyruvate [c0][c0] + (1)  L-Aspartate4-semialdehyde [c0][c0] => (2)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  Dihydrodipicolinate [c0][c0]	rxn01644	DHDPS	R02292	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn03891_c0	>	Cytosol	BHNFPM_02713_gene	R05612		-22.53		(1)  cpd00113[c0] + (1)  cpd00906[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02590[c0]	(1)  Isopentenyldiphosphate [c0][c0] + (1)  all-trans-Hexaprenyl diphosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  all-trans-Heptaprenyl diphosphate [c0][c0]	rxn03891	HEXTT	R05612		
rxn09341_c0	<	Cytosol	Unknown	UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)		-28.37		(1)  cpd00001[c0] + (1)  cpd00037[c0] <= (2)  cpd00067[c0] + (1)  cpd00091[c0] + (1)  cpd02611[c0]	(1)  H2O [c0][c0] + (1)  UDP-N-acetylglucosamine [c0][c0] <= (2)  H+ [c0][c0] + (1)  UMP [c0][c0] + (1)  N-Acetyl-D-glucosamine1-phosphate [c0][c0]	rxn09341	UACGAMPpp			
rxn00295_c0	>	Cytosol	BHNFPM_03865_gene	UDP-N-acetyl-D-glucosamine 4-epimerase	5.1.3.7	0		(1)  cpd00037[c0] => (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine [c0][c0] => (1)  UDP-N-acetyl-D-galactosamine [c0][c0]	rxn00295	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn09696_c0	>	Cytosol	Unknown	S-adenosylmethionine permease SAM3		0		(1)  cpd00017[e0] + (1)  cpd00067[e0] => (1)  cpd00017[c0] + (1)  cpd00067[c0]	(1)  S-Adenosyl-L-methionine [e0][e0] + (1)  H+ [e0][e0] => (1)  S-Adenosyl-L-methionine [c0][c0] + (1)  H+ [c0][c0]	rxn09696	AMETt2			
rxn01220_c0	>	Cytosol	Unknown	ATP:deoxycitidine 5'-phosphotransferase		-14.03		(1)  cpd00002[c0] + (1)  cpd00654[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00206[c0]	(1)  ATP [c0][c0] + (1)  Deoxycytidine [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  dCMP [c0][c0]	rxn01220	ADADir	R01666	Pyrimidine metabolism	
rxn02284_c0	<	Cytosol	BHNFPM_03822_gene	UDP-N-acetylmuramate:NADP+ oxidoreductase		15.33		(1)  cpd00003[c0] + (1)  cpd00773[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02820[c0]	(1)  NAD [c0][c0] + (1)  UDP-MurNAc [c0][c0] <= (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  UDP-N-acetylglucosamine enolpyruvate [c0][c0]	rxn02284		R03191	Amino sugar and nucleotide sugar metabolism|Peptidoglycan biosynthesis	
rxn00392_c0	>	Cytosol	Unknown	ATP:riboflavin 5'-phosphotransferase		-14.03		(1)  cpd00002[c0] + (1)  cpd00220[c0] => (1)  cpd00008[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0]	(1)  ATP [c0][c0] + (1)  Riboflavin [c0][c0] => (1)  ADP [c0][c0] + (1)  FMN [c0][c0] + (1)  H+ [c0][c0]	rxn00392	FMN1_1	R00549	Riboflavin metabolism	Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn00747_c0	>	Cytosol	BHNFPM_03657_gene	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase		-1.46		(1)  cpd00102[c0] => (1)  cpd00095[c0]	(1)  Glyceraldehyde3-phosphate [c0][c0] => (1)  Glycerone-phosphate [c0][c0]	rxn00747	TPI	R01015	Glycolysis / Gluconeogenesis|Fructose and mannose metabolism|Inositol phosphate metabolism|Carbon fixation in photosynthetic organisms	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P185-PWY|P341-PWY|P441-PWY|P461-PWY|PHOTOALL-PWY|PWY66-373|Photosynthesis|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS
rxn00830_c0	>	Cytosol	BHNFPM_02728_gene	Isopentenyl-diphosphate delta3-delta2-isomerase		0.66		(1)  cpd00113[c0] => (1)  cpd00202[c0]	(1)  Isopentenyldiphosphate [c0][c0] => (1)  DMAPP [c0][c0]	rxn00830	IDI1	R01123	Terpenoid backbone biosynthesis	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|POLYISOPRENSYN-PWY|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn00029_c0	>	Cytosol	BHNFPM_03131_gene	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	4.2.1.24	-15.3		(2)  cpd00338[c0] => (2)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00689[c0]	(2)  5-Aminolevulinate [c0][c0] => (2)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  Porphobilinogen [c0][c0]	rxn00029	HEM2	R00036	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn12646_c0	>	Cytosol	Unknown	RXN0-6983.c		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] => (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O [c0][c0] + (1)  Gly-Gln [c0][c0] => (1)  Glycine [c0][c0] + (1)  L-Glutamine [c0][c0]	rxn12646	MEAMP1(gly-gln)			
rxn05317_c0	>	Cytosol	Unknown	Transport of deoxyadenosine, extracellular		0		(1)  cpd00067[e0] + (1)  cpd00438[e0] => (1)  cpd00067[c0] + (1)  cpd00438[c0]	(1)  H+ [e0][e0] + (1)  Deoxyadenosine [e0][e0] => (1)  H+ [c0][c0] + (1)  Deoxyadenosine [c0][c0]	rxn05317	DADNt2			
rxn10291_c0	>	Cytosol	Unknown	stearoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted		-108		(24)  cpd00402[c0] + (1)  cpd15730[c0] => (24)  cpd00046[c0] + (24)  cpd00067[c0] + (1)  cpd15748[c0]	(24)  CDPglycerol [c0][c0] + (1)  Diglucosyl-1,2 distearoylglycerol [c0][c0] => (24)  CMP [c0][c0] + (24)  H+ [c0][c0] + (1)  Stearoyllipoteichoic acid (n=24) , linked, unsubstituted [c0][c0]	rxn10291				
rxn02774_c0	>	Cytosol	Unknown	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	1.3.1.76			(1)  cpd00003[c0] + (1)  cpd01620[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd03426[c0]	(1)  NAD [c0][c0] + (1)  Precorrin 2 [c0][c0] => (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  Sirohydrochlorin [c0][c0]	rxn02774	SHCHD2	R03947	Porphyrin and chlorophyll metabolism	Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis
rxn10057_c0	<	Cytosol	BHNFPM_00464_gene	NAD kinase (dATP)		-4.5		(1)  cpd00003[c0] + (1)  cpd00115[c0] <= (1)  cpd00006[c0] + (1)  cpd00067[c0] + (1)  cpd00177[c0]	(1)  NAD [c0][c0] + (1)  dATP [c0][c0] <= (1)  NADP [c0][c0] + (1)  H+ [c0][c0] + (1)  dADP [c0][c0]	rxn10057				
rxn03536_c0	>	Cytosol	Unknown	R05221		-14.03		(1)  cpd00002[c0] + (1)  cpd03918[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd03919[c0]	(1)  ATP [c0][c0] + (1)  Adenosyl cobinamide [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  Adenosyl cobinamide phosphate [c0][c0]	rxn03536	ADCOBAK	R05221	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn01454_c0	<	Cytosol	Unknown	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	2.3.3.10|4.1.3.5	6.47		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd00292[c0] <= (1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00279[c0]	(1)  CoA [c0][c0] + (1)  H+ [c0][c0] + (1)  HMG-CoA [c0][c0] <= (1)  H2O [c0][c0] + (1)  Acetyl-CoA [c0][c0] + (1)  Acetoacetyl-CoA [c0][c0]	rxn01454	HMGCOAS	R01978	Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation|Butanoate metabolism|Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|OTHER-ENERGY|PWY66-367|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn05150_c0	>	Cytosol	Unknown	zinc transport via ABC system	TC-3.A.1.15	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00034[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00034[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Zn2+ [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Zn2+ [c0][c0] + (1)  H+ [c0][c0]	rxn05150	ZN2abc2			
rxn09562_c0	>	Cytosol	Unknown	Guanylate kinase		9.53		(1)  cpd00067[c0] + (1)  cpd00115[c0] + (1)  cpd00126[c0] => (1)  cpd00031[c0] + (1)  cpd00177[c0]	(1)  H+ [c0][c0] + (1)  dATP [c0][c0] + (1)  GMP [c0][c0] => (1)  GDP [c0][c0] + (1)  dADP [c0][c0]	rxn09562	GK2			
rxn00555_c0	>	Cytosol	BHNFPM_00219_gene	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)		-6.3		(1)  cpd00053[c0] + (1)  cpd00072[c0] => (1)  cpd00023[c0] + (1)  cpd00288[c0]	(1)  L-Glutamine [c0][c0] + (1)  D-fructose-6-phosphate [c0][c0] => (1)  L-Glutamate [c0][c0] + (1)  D-Glucosamine phosphate [c0][c0]	rxn00555	GF6PTA	R00768	Alanine, aspartate and glutamate metabolism|Amino sugar and nucleotide sugar metabolism	
rxn05010_c0	<	Cytosol	Unknown	S-adenosyl-L-methionine:sarcosine N-methyltransferase		-13.11		(1)  cpd00017[c0] + (1)  cpd00183[c0] <= (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd00756[c0]	(1)  S-Adenosyl-L-methionine [c0][c0] + (1)  Sarcosine [c0][c0] <= (1)  S-Adenosyl-homocysteine [c0][c0] + (1)  H+ [c0][c0] + (1)  Dimethylglycine [c0][c0]	rxn05010		R07243		Betaine-Biosynthesis|Biosynthesis|P541-PWY|Polyamine-Biosynthesis
rxn12648_c0	>	Cytosol	Unknown	TRANS-RXNAVI-26378.ce.brachyexp.DGTP_DGTP		0		(1)  cpd00241[e0] => (1)  cpd00241[c0]	(1)  dGTP [e0][e0] => (1)  dGTP [c0][c0]	rxn12648				
rxn01505_c0	>	Cytosol	Unknown	N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase		0		(1)  cpd00293[c0] => (1)  cpd02611[c0]	(1)  N-Acetyl-D-glucosamine 6-phosphate [c0][c0] => (1)  N-Acetyl-D-glucosamine1-phosphate [c0][c0]	rxn01505		R08193	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Chitin-Degradation|Degradation|POLYSACCHARIDES-DEG|Polyamine-Biosynthesis|Polymer-Degradation|Polysaccharides-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis|UDPNACETYLGALSYN-PWY
rxn00777_c0	<	Cytosol	BHNFPM_04143_gene	D-ribose-5-phosphate aldose-ketose-isomerase		0.62		(1)  cpd00101[c0] <= (1)  cpd00171[c0]	(1)  ribose-5-phosphate [c0][c0] <= (1)  D-Ribulose5-phosphate [c0][c0]	rxn00777		R01056	Pentose phosphate pathway|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|Sugars-And-Polysaccharides|Xylose-Degradation
rxn05205_c0	>	Cytosol	Unknown	Transport of deoxycytidine, extracellular		0		(1)  cpd00067[e0] + (1)  cpd00654[e0] => (1)  cpd00067[c0] + (1)  cpd00654[c0]	(1)  H+ [e0][e0] + (1)  Deoxycytidine [e0][e0] => (1)  H+ [c0][c0] + (1)  Deoxycytidine [c0][c0]	rxn05205	DCYTt2			
rxn05655_c0	>	Cytosol	Unknown	sucrose transport via PEP:Pyr PTS		-9.11		(1)  cpd00061[c0] + (1)  cpd00076[e0] => (1)  cpd00020[c0] + (1)  cpd01693[c0]	(1)  Phosphoenolpyruvate [c0][c0] + (1)  Sucrose [e0][e0] => (1)  Pyruvate [c0][c0] + (1)  6-Phosphosucrose [c0][c0]	rxn05655	SUCpts			
rxn00620_c0	<	Cytosol	Unknown	CDPglycerol phosphoglycerohydrolase	3.6.1.16	-28.37		(1)  cpd00001[c0] + (1)  cpd00402[c0] <= (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd00080[c0]	(1)  H2O [c0][c0] + (1)  CDPglycerol [c0][c0] <= (1)  CMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0]	rxn00620		R00855	Glycerophospholipid metabolism	
rxn00237_c0	>	Cytosol	BHNFPM_02712_gene	ATP:GDP phosphotransferase		0		(1)  cpd00002[c0] + (1)  cpd00031[c0] => (1)  cpd00008[c0] + (1)  cpd00038[c0]	(1)  ATP [c0][c0] + (1)  GDP [c0][c0] => (1)  ADP [c0][c0] + (1)  GTP [c0][c0]	rxn00237	NDPK1	R00330	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Regulators|Nucleotide-Biosynthesis|PPGPPMET-PWY|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn08311_c0	>	Cytosol	Unknown	CDP-diacylglycerol synthetase (n-C18:0)		-360.2		(1)  cpd00052[c0] + (1)  cpd15526[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15421[c0]	(1)  CTP [c0][c0] + (1)  1,2-dioctadecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  CDP-1,2-dioctadecanoylglycerol [c0][c0]	rxn08311	DASYN180			
rxn09210_c0	>	Cytosol	BHNFPM_02207_gene	Phosphatidylserine syntase (n-C18:0)		390.83		(1)  cpd00054[c0] + (1)  cpd15421[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15557[c0]	(1)  L-Serine [c0][c0] + (1)  CDP-1,2-dioctadecanoylglycerol [c0][c0] => (1)  CMP [c0][c0] + (2)  H+ [c0][c0] + (1)  phosphatidylserine dioctadecanoyl [c0][c0]	rxn09210	PSSA180			
rxn01484_c0	<	Cytosol	BHNFPM_03400_gene	N-Acetyl-D-glucosamine-6-phosphate amidohydrolase		-2		(1)  cpd00001[c0] + (1)  cpd00293[c0] <= (1)  cpd00029[c0] + (1)  cpd00288[c0]	(1)  H2O [c0][c0] + (1)  N-Acetyl-D-glucosamine 6-phosphate [c0][c0] <= (1)  Acetate [c0][c0] + (1)  D-Glucosamine phosphate [c0][c0]	rxn01484	AGDC	R02059	Amino sugar and nucleotide sugar metabolism	AMINE-DEG|CARBOXYLATES-DEG|Carbohydrates-Degradation|Chitin-Degradation|Degradation|GLCMANNANAUT-PWY|GLUAMCAT-PWY|N-Acetylglucosamine-Degradation|P441-PWY|POLYSACCHARIDES-DEG|Polymer-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn01953_c0	>	Cytosol	BHNFPM_02121_gene	N-acetyl-D-mannosamine N-acetylmannosaminohydrolase		4.81		(1)  cpd00014[c0] + (1)  cpd00492[c0] => (1)  cpd00001[c0] + (1)  cpd00861[c0]	(1)  UDP [c0][c0] + (1)  N-Acetyl-D-mannosamine [c0][c0] => (1)  H2O [c0][c0] + (1)  UDP-N-acetyl-D-mannosamine [c0][c0]	rxn01953		R02707	Amino sugar and nucleotide sugar metabolism	
