id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00192_c0	>	Cytosol	BHNFPM_00776_gene	acetyl-CoA:L-glutamate N-acetyltransferase [c0]		-5.29		(1)  cpd00022[c0] + (1)  cpd00023[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd00477[c0]	(1)  Acetyl-CoA [c0][c0] + (1)  L-Glutamate [c0][c0] => (1)  CoA [c0][c0] + (1)  H+ [c0][c0] + (1)  N-Acetyl-L-glutamate [c0][c0]	rxn00192	ACGS	R00259	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn10126_c0	>	Cytosol	BHNFPM_03159_gene	succinate dehyrdogenase [c0]		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd15561[c0]	(1)  FADH2 [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn10126	SUCD4			
rxn05346_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11464[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11486[c0] + (1)  cpd11493[c0]	(1)  Butyryl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-Oxohexanoyl-[acp] [c0][c0] + (1)  ACP [c0][c0]	rxn05346	3OAS60	R04952	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn01729_c0	>	Cytosol	(BHNFPM_00609_gene or BHNFPM_01082_gene or BHNFPM_01180_gene or BHNFPM_01393_gene or BHNFPM_03424_gene)	glutarate-semialdehyde:NAD+ oxidoreductase [c0]		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd02089[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00379[c0]	(1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  5-Oxopentanoate [c0][c0] => (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  Glutarate [c0][c0]	rxn01729	GLUSD	R02401	Lysine degradation	Amino-Acid-Degradation|Degradation|LYSDEGII-PWY|LYSINE-DEG
rxn08017_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	acyl-[acyl-carrier-protein] synthetase  (n-C16:1) [c0]				(1)  cpd00002[c0] + (1)  cpd11493[c0] + (1)  cpd15237[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd15239[c0]	(1)  ATP [c0][c0] + (1)  ACP [c0][c0] + (1)  hexadecenoate [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Hexadecenoyl-ACP [c0][c0]	rxn08017	AACPS4			
rxn02679_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Octanoyl-CoA:oxygen 2-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd01335[c0] <=> (1)  cpd00982[c0] + (1)  cpd03130[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Octanoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Octenoyl-CoA [c0][c0]	rxn02679	ACOAD3f	R03777	Fatty acid degradation	
rxn05350_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd00067[c0] + (1)  cpd11472[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11490[c0] + (1)  cpd11493[c0]	(1)  H+ [c0][c0] + (1)  Hexanoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxooctanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05350	3OAS80	R04957	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05514_c0	=	Cytosol	BHNFPM_00695_gene	calcium transport in/out via proton antiporter [c0]	2.A.19|TC-2.A.19	0		(1)  cpd00063[c0] + (1)  cpd00067[e0] <=> (1)  cpd00063[e0] + (1)  cpd00067[c0]	(1)  Ca2+ [c0][c0] + (1)  H+ [e0][e0] <=> (1)  Ca2+ [e0][e0] + (1)  H+ [c0][c0]	rxn05514	CAt4			
rxn02720_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Lauroyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd01260[c0] <=> (1)  cpd00982[c0] + (1)  cpd02060[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Lauroyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Dodecenoyl-CoA [c0][c0]	rxn02720	ACOAD5f	R03857	Fatty acid degradation	
rxn01997_c0	>	Cytosol	BHNFPM_03623_gene	dTDPglucose 4,6-hydro-lyase [c0]		-13.9		(1)  cpd00626[c0] => (1)  cpd00001[c0] + (1)  cpd00521[c0]	(1)  dTDPglucose [c0][c0] => (1)  H2O [c0][c0] + (1)  dTDP-4-oxo-6-deoxy-D-glucose [c0][c0]	rxn01997	TDPGDH	R06513	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis|Biosynthesis of vancomycin group antibiotics	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
rxn00178_c0	=	Cytosol	BHNFPM_01771_gene	Acetyl-CoA:acetyl-CoA C-acetyltransferase [c0]		7.06		(2)  cpd00022[c0] <=> (1)  cpd00010[c0] + (1)  cpd00279[c0]	(2)  Acetyl-CoA [c0][c0] <=> (1)  CoA [c0][c0] + (1)  Acetoacetyl-CoA [c0][c0]	rxn00178	AACOAT	R00238	Fatty acid degradation|Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation|Lysine degradation|Benzoate degradation|Tryptophan metabolism|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Butanoate metabolism|Carbon fixation pathways in prokaryotes|Terpenoid backbone biosynthesis	ACETOACETATE-DEG-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|ERGOSTEROL-SYN-PWY|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|Fermentation|GGPP-Biosynthesis|GLUDEG-II-PWY|GLUTAMATE-DEG|ISOPRENOIDS|LYSINE-DEG|Lipid-Biosynthesis|OTHER-ENERGY|Other-biosynthesis|P163-PWY|PWY1-3|PWY66-367|PWY66-368|PWY66-5|Polyprenyl-Biosynthesis|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1|Terpenoid-Biosynthesis
rxn05161_c0	>	Cytosol	BHNFPM_02891_gene	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00107[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00107[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Leucine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Leucine [c0][c0]	rxn05161	LEUabc			
rxn05571_c0	=	Cytosol	BHNFPM_03946_gene	D-gluconate transport via proton symport, reversible [c0]		0		(1)  cpd00067[e0] + (1)  cpd00222[e0] <=> (1)  cpd00067[c0] + (1)  cpd00222[c0]	(1)  H+ [e0][e0] + (1)  GLCN [e0][e0] <=> (1)  H+ [c0][c0] + (1)  GLCN [c0][c0]	rxn05571	GLCNt2			
rxn05466_c0	=	Cytosol	BHNFPM_01689_gene	TRANS-RXN-173.ce [c0]		0		(1)  cpd00013[e0] <=> (1)  cpd00013[c0]	(1)  NH3 [e0][e0] <=> (1)  NH3 [c0][c0]	rxn05466	NH3t			
rxn08792_c0	>	Cytosol	BHNFPM_01548_gene	lactate oxidation [c0]		-11.22		(1)  cpd00159[c0] + (1)  cpd15560[c0] => (1)  cpd00020[c0] + (1)  cpd15561[c0]	(1)  L-Lactate [c0][c0] + (1)  Ubiquinone-8 [c0][c0] => (1)  Pyruvate [c0][c0] + (1)  Ubiquinol-8 [c0][c0]	rxn08792	L-LACD2			
rxn05348_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11474[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11489[c0] + (1)  cpd11493[c0]	(1)  Decanoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxododecanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05348	3OAS120	R04963	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05345_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11468[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11491[c0] + (1)  cpd11493[c0]	(1)  Dodecanoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxotetradecanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05345	3OAS140	R04726	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05145_c0	>	Cytosol	(BHNFPM_00319_gene or BHNFPM_00485_gene or BHNFPM_00536_gene or BHNFPM_00774_gene or BHNFPM_01003_gene or BHNFPM_01005_gene or BHNFPM_01086_gene or BHNFPM_01201_gene or BHNFPM_01234_gene or BHNFPM_01275_gene or BHNFPM_01306_gene or BHNFPM_01364_gene or BHNFPM_01389_gene or BHNFPM_01472_gene or BHNFPM_01589_gene or BHNFPM_02092_gene or BHNFPM_02302_gene or BHNFPM_03573_gene or BHNFPM_03848_gene or BHNFPM_04359_gene or BHNFPM_04446_gene)	phosphate-transporting ATPase [c0]	3.A.1.7|TC-3.A.1.7	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00009[e0] => (1)  cpd00008[c0] + (2)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Phosphate [e0][e0] => (1)  ADP [c0][c0] + (2)  Phosphate [c0][c0] + (1)  H+ [c0][c0]	rxn05145	PIabc			
rxn00499_c0	=	Cytosol	BHNFPM_01548_gene	(S)-Lactate:NAD+ oxidoreductase [c0]		6.22		(1)  cpd00003[c0] + (1)  cpd00159[c0] <=> (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  NAD [c0][c0] + (1)  L-Lactate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  Pyruvate [c0][c0] + (1)  H+ [c0][c0]	rxn00499	LDH_L	R00703	Glycolysis / Gluconeogenesis|Pyruvate metabolism	ANAEROFRUCAT-PWY|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|P122-PWY|P124-PWY|P41-PWY|P461-PWY|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn05219_c0	>	Cytosol	(BHNFPM_01057_gene or BHNFPM_03504_gene or BHNFPM_03839_gene)	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00060[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Methionine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  L-Methionine [c0][c0] + (1)  H+ [c0][c0]	rxn05219	METabc			
rxn05211_c0	=	Cytosol	(BHNFPM_03309_gene or BHNFPM_03999_gene)	Transport of citrate, extracellular [c0]		0		(1)  cpd00067[e0] + (1)  cpd00137[e0] <=> (1)  cpd00067[c0] + (1)  cpd00137[c0]	(1)  H+ [e0][e0] + (1)  Citrate [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Citrate [c0][c0]	rxn05211	CITt2			
rxn08044_c0	=	Cytosol	BHNFPM_03881_gene	N-acetylmuramate 6-phosphate hydro-lyase (N-acetyl-D-glucosamine 6-phosphate forming) [c0]		-3.11		(1)  cpd00001[c0] + (1)  cpd15391[c0] <=> (1)  cpd00067[c0] + (1)  cpd00221[c0] + (1)  cpd00293[c0]	(1)  H2O [c0][c0] + (1)  MurNAc 6-phosphate [c0][c0] <=> (1)  H+ [c0][c0] + (1)  D-Lactate [c0][c0] + (1)  N-Acetyl-D-glucosamine 6-phosphate [c0][c0]	rxn08044	ACM6PH	R08555	Amino sugar and nucleotide sugar metabolism	
rxn05175_c0	>	Cytosol	(BHNFPM_00574_gene or BHNFPM_00575_gene or BHNFPM_03056_gene or BHNFPM_03336_gene)	spermidine transport via ABC system [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00264[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00264[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Spermidine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Spermidine [c0][c0]	rxn05175	SPMDabc			
rxn08546_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	glycerol-3-phosphate acyltransferase (C12:0) [c0]		-3.61		(1)  cpd00080[c0] + (1)  cpd11468[c0] => (1)  cpd11493[c0] + (1)  cpd15325[c0]	(1)  Glycerol-3-phosphate [c0][c0] + (1)  Dodecanoyl-ACP [c0][c0] => (1)  ACP [c0][c0] + (1)  1-dodecanoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08546	G3PAT120			
rxn00776_c0	>	Cytosol	BHNFPM_00657_gene	uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming) [c0]		-11.95		(1)  cpd00092[c0] + (1)  cpd00101[c0] => (1)  cpd00001[c0] + (1)  cpd00859[c0]	(1)  Uracil [c0][c0] + (1)  ribose-5-phosphate [c0][c0] => (1)  H2O [c0][c0] + (1)  Pseudouridine 5'-phosphate [c0][c0]	rxn00776		R01055	Pyrimidine metabolism	Degradation|NUCLEO-DEG|Purine-Degradation
rxn08527_c0	=	Cytosol	BHNFPM_03159_gene	fumarate reductase [c0]		-162.01		(1)  cpd00106[c0] + (1)  cpd15499[c0] <=> (1)  cpd00036[c0] + (1)  cpd15500[c0]	(1)  Fumarate [c0][c0] + (1)  Menaquinol 8 [c0][c0] <=> (1)  Succinate [c0][c0] + (1)  Menaquinone 8 [c0][c0]	rxn08527	FRD2			
rxn03253_c0	=	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Decanoyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd03128[c0] <=> (1)  cpd00982[c0] + (1)  cpd03129[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Decanoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Decenoyl-CoA [c0][c0]	rxn03253	ACOAD4f	R04754	Fatty acid degradation	
rxn08528_c0	=	Cytosol	BHNFPM_03159_gene	fumarate reductase [c0]		-31.4		(1)  cpd00106[c0] + (1)  cpd15353[c0] <=> (1)  cpd00036[c0] + (1)  cpd15352[c0]	(1)  Fumarate [c0][c0] + (1)  2-Demethylmenaquinol 8 [c0][c0] <=> (1)  Succinate [c0][c0] + (1)  2-Demethylmenaquinone 8 [c0][c0]	rxn08528	FRD3			
rxn05163_c0	>	Cytosol	(BHNFPM_00574_gene or BHNFPM_00575_gene or BHNFPM_03056_gene or BHNFPM_03336_gene)	putrescine transport via ABC system [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00118[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00118[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Putrescine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Putrescine [c0][c0]	rxn05163	PTRCabc			
rxn05202_c0	=	Cytosol	BHNFPM_02408_gene	TRANS-RXN-206.ce [c0]		0		(1)  cpd00067[e0] + (1)  cpd00309[e0] <=> (1)  cpd00067[c0] + (1)  cpd00309[c0]	(1)  H+ [e0][e0] + (1)  XAN [e0][e0] <=> (1)  H+ [c0][c0] + (1)  XAN [c0][c0]	rxn05202	XANt2			
rxn01802_c0	>	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Glutaryl-CoA:(acceptor) 2,3-oxidoreductase (decarboxylating) [c0]		2.33		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00413[c0] => (1)  cpd00011[c0] + (1)  cpd00650[c0] + (1)  cpd00982[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Glutaryl-CoA [c0][c0] => (1)  CO2 [c0][c0] + (1)  Crotonyl-CoA [c0][c0] + (1)  FADH2 [c0][c0]	rxn01802	GLTCOAD	R02487	Fatty acid degradation	
rxn05465_c0	=	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase [c0]	2.3.1.39	9.53		(1)  cpd00067[c0] + (1)  cpd00070[c0] + (1)  cpd11493[c0] <=> (1)  cpd00010[c0] + (1)  cpd11492[c0]	(1)  H+ [c0][c0] + (1)  Malonyl-CoA [c0][c0] + (1)  ACP [c0][c0] <=> (1)  CoA [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0]	rxn05465	FAS1_1	R01626	Fatty acid biosynthesis	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn05347_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11492[c0] + (1)  cpd11494[c0] => (1)  cpd00011[c0] + (1)  cpd11488[c0] + (1)  cpd11493[c0]	(1)  Malonyl-acyl-carrierprotein- [c0][c0] + (1)  Acetyl-ACP [c0][c0] => (1)  CO2 [c0][c0] + (1)  Acetoacetyl-ACP [c0][c0] + (1)  ACP [c0][c0]	rxn05347	ACMAT1	R04355	Fatty acid biosynthesis	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn00145_c0	=	Cytosol	BHNFPM_01548_gene	(S)-Lactate:ferricytochrome-c 2-oxidoreductase [c0]		-8.58		(2)  cpd00109[c0] + (1)  cpd00159[c0] <=> (1)  cpd00020[c0] + (2)  cpd00067[c0] + (2)  cpd00110[c0]	(2)  Cytochrome c3+ [c0][c0] + (1)  L-Lactate [c0][c0] <=> (1)  Pyruvate [c0][c0] + (2)  H+ [c0][c0] + (2)  Cytochrome c2+ [c0][c0]	rxn00145	L-LACD	R00196	Pyruvate metabolism	
rxn00872_c0	<	Cytosol	(BHNFPM_00492_gene or BHNFPM_02959_gene or BHNFPM_03511_gene or BHNFPM_04190_gene or BHNFPM_04191_gene)	Butanoyl-CoA:oxygen 2-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00120[c0] <= (1)  cpd00650[c0] + (1)  cpd00982[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Butyryl-CoA [c0][c0] <= (1)  Crotonyl-CoA [c0][c0] + (1)  FADH2 [c0][c0]	rxn00872	ACOAD1f	R01175	Fatty acid degradation	
rxn05527_c0	=	Cytosol	BHNFPM_03228_gene	TRANS-RXN-199.ce [c0]		0		(1)  cpd00067[e0] + (1)  cpd00307[e0] <=> (1)  cpd00067[c0] + (1)  cpd00307[c0]	(1)  H+ [e0][e0] + (1)  Cytosine [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Cytosine [c0][c0]	rxn05527	CSNt2			
rxn00650_c0	=	Cytosol	(BHNFPM_03275_gene or BHNFPM_03456_gene or BHNFPM_03564_gene)	L-cysteinylglycine dipeptidase [c0]		-0.46		(1)  cpd00001[c0] + (1)  cpd01017[c0] <=> (1)  cpd00033[c0] + (1)  cpd00084[c0]	(1)  H2O [c0][c0] + (1)  Cys-Gly [c0][c0] <=> (1)  Glycine [c0][c0] + (1)  L-Cysteine [c0][c0]	rxn00650	AMPTASECG	R00899	Glutathione metabolism	Biosynthesis|Cofactor-Biosynthesis|Reductants
rxn03167_c0	>	Cytosol	(BHNFPM_02269_gene or BHNFPM_04101_gene or BHNFPM_04401_gene or BHNFPM_04404_gene)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) [c0]		-15.95		(3)  cpd00001[c0] + (1)  cpd02978[c0] => (3)  cpd00009[c0] + (3)  cpd00067[c0] + (1)  cpd02961[c0]	(3)  H2O [c0][c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate [c0][c0] => (3)  Phosphate [c0][c0] + (3)  H+ [c0][c0] + (1)  Dihydroneopterin [c0][c0]	rxn03167	AKP1	R04620	Folate biosynthesis	
rxn08020_c0	>	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	laurate-[acyl-carrier-protein] ligase [c0]		-21.55		(1)  cpd00002[c0] + (1)  cpd01741[c0] + (1)  cpd11493[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd11468[c0]	(1)  ATP [c0][c0] + (1)  ddca [c0][c0] + (1)  ACP [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] + (1)  Dodecanoyl-ACP [c0][c0]	rxn08020	AACPS7			
rxn00543_c0	=	Cytosol	(BHNFPM_00407_gene or BHNFPM_00611_gene or BHNFPM_00795_gene or BHNFPM_00823_gene)	ethanol:NAD+ oxidoreductase [c0]		5.78		(1)  cpd00003[c0] + (1)  cpd00363[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0]	(1)  NAD [c0][c0] + (1)  Ethanol [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Acetaldehyde [c0][c0]	rxn00543	ADH1	R00754	Glycolysis / Gluconeogenesis	Alcohol-Degradation|Biosynthesis|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PWY66-21|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn05460_c0	>	Cytosol	(BHNFPM_01021_gene or BHNFPM_02895_gene)	3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		2.156		(1)  cpd11476[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11570[c0]	(1)  hexadecanoyl-acp [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  ACP [c0][c0] + (1)  3-Oxooctodecanoyl-ACP [c0][c0]	rxn05460				
rxn05506_c0	>	Cytosol	BHNFPM_04352_gene	Arsenate transporter [c0]		0		(1)  cpd01048[c0] => (1)  cpd01048[e0]	(1)  Arsenate [c0][c0] => (1)  Arsenate [e0][e0]	rxn05506				
rxn08793_c0	>	Cytosol	BHNFPM_01548_gene	L-Lactate dehydrogenase (menaquinone) [c0]		153.23		(1)  cpd00159[c0] + (1)  cpd15500[c0] => (1)  cpd00020[c0] + (1)  cpd15499[c0]	(1)  L-Lactate [c0][c0] + (1)  Menaquinone 8 [c0][c0] => (1)  Pyruvate [c0][c0] + (1)  Menaquinol 8 [c0][c0]	rxn08793	L-LACD3			
rxn05349_c0	=	Cytosol	(BHNFPM_01022_gene or BHNFPM_02001_gene)	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase [c0]		0		(1)  cpd00022[c0] + (1)  cpd11493[c0] <=> (1)  cpd00010[c0] + (1)  cpd11494[c0]	(1)  Acetyl-CoA [c0][c0] + (1)  ACP [c0][c0] <=> (1)  CoA [c0][c0] + (1)  Acetyl-ACP [c0][c0]	rxn05349	ACOATA	R01624	Fatty acid biosynthesis	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
