reaction_id,reaction_name,subsystem,distance_from_PHB
AIRCr,Phosphoribosylaminoimidazole carboxylase,,6
AKP1,Alkaline phosphatase  Dihydroneopterin,,6
ALAALAabcpp,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),,6
ALAGLNtr,Dipeptide transport via ABC system ala-gln,,6
ALAHISabcpp,L Alaninylhistidine  Ala His  transport via ABC system  periplasm,,6
ALAHIStr,Dipeptide transport via ABC system ala-his,,6
ALALEUabcpp,L Alaninylleucine  Ala Leu  transport via ABC system  periplasm,,6
ALALEUt,Dipeptide transport via ABC system ala-leu,,6
ALATHRabcpp,L Alaninylthreonine  Ala thr  transport via ABC system  periplasm,,6
ALATHRtr,Dipeptide transport via ABC system ala-thr,,6
ALATRPabcpp,L Alaninyltryptophan  Ala Trp  transport via ABC system  periplasm,,6
ALCD19,Alcohol dehydrogenase (glycerol),,6
ALCD19y,Alcohol dehydrogenase  glycerol  NADP,,6
ALDD19xr,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",,6
ALLTN,Allantoinase,,6
ALR3,Aldose reductase (acetol),,6
ALR4x,Aldose reductase (acetol),,6
ALTRH,Altronate hydrolase,,6
AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,,6
AM4PA,Anhydrous-N-Acetylmuramyl-tetrapeptide amidase,,6
ATPHs,ATP amine hydrolysis (spontaneous),,6
BALAALAabcpp,Beta alanyl L alanine transport via ABC system  periplasm,,6
BALABALAabcpp,Beta alanyl beta alanine transport via ABC system  periplasm,,6
BALAGLYtex,Beta alanyl L glycine transport via diffusion  extracellular to periplasm,,6
BALALEUabcpp,Beta alanyl L leucine transport via ABC system  periplasm,,6
BLAMDabcpp,Beta alanyl L alanine transport via ABC system  periplasm,,6
BUTSO3tex,Butanesulfonate transport via diffusion (extracellular to periplasm),,6
CARNabcpp,Carnosine transport via ABC system  periplasm,,6
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",,6
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,,6
CHOLD,Choline dehydrogenase,,6
CU2tex,Copper (Cu+2) transport via diffusion (extracellular to periplasm),,6
CYTDH,Cytidine hydrolase,,6
CYTDt2,Cytidine transport in via proton symport,,6
CYTDtex,Cytidine transport via diffusion (extracellular to periplasm),,6
DAAOP,D alanyl aminopeptidase,,6
DADNK,Deoxyadenosine kinase,,6
DADNK_1,Deoxyadenosine kinase,,6
DAGK160,Diacylglycerol kinase (n-C16:0),,6
DCMPDA,DCMP deaminase,,6
DDGLCNt2r,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",,6
DGNSK,Deoxyguanosine kinase,,6
DGNSK_1,ATP deoxyguanosine 5'-phosphotransferase,,6
DH23t,,,6
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,,6
DHORTS,Dihydroorotase,,6
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,,6
DHQS,3-dehydroquinate synthase,,6
DINSK,Deoxyinosine kinase,,6
DIPEPabc1,Dipeptide transport via ABC system  ala asp,,6
DKDID,"D-2,3-Diketo 4-deoxy-epi-inositol dehydratase",,6
DMATT,Dimethylallyltranstransferase,,6
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,,6
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,,6
DRIBabc,Deoxyribose transport via ABC system,,6
DTMPK,DTMP kinase,,6
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),,6
DURIPP,Deoxyuridine phosphorylase,,6
DURIPP_1,Deoxyuridine phosphorylase,,6
E4PD,Erythrose 4-phosphate dehydrogenase,,6
ETHSO3tex,Ethanesulfonate transport via diffusion (extracellular to periplasm),,6
ETOHtex,Ethanol transport via diffusion (extracellular to periplasm),,6
FOMETRi,Aminomethyltransferase,,6
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,,6
G1SAT,Glutamate-1-semialdehyde aminotransferase,,6
G6PBDH,Beta-D-Glucose-6-phosphate NADP+ 1-oxoreductase,,6
GALK2,Galactokinase,,6
GALt2_3,,,6
GLCRt1,Transport by Glut-5 Transporter into Extracellular Space,,6
GLGC,Glucose-1-phosphate adenylyltransferase,,6
GLYALDt,Glyceraldehyde facilitated diffusion,,6
GLYCDH,Glycerol dehydratase,,6
GLYCt,Glycerol transport via channel,,6
GLYCtpp,Glycerol transport via channel (periplasm),,6
GLYGLNtex,L Glycinylglutamine transport via diffusion  extracellular to periplasm,,6
GLYGLUtex,L Histidinylglycine transport via diffusion  extracellular to periplasm,,6
GLYGLYtex,L Glycinylglycine transport via diffusion  extracellular to periplasm,,6
GLYMETtex,L Glycinylmethionine transport via diffusion  extracellular to periplasm,,6
GLYPHEtex,L GlyPhe transport via diffusion  extracellular to periplasm,,6
GLYSERtex,L Glycinylserine transport via diffusion  extracellular to periplasm,,6
GNKr,Gluconokinase,,6
GRTT,Geranyltranstransferase,,6
GTHPe,Glutathione peroxidase,,6
GalMr,Aldose 1-epimerase,,6
HEMEOS_1,Heme O synthase,,6
HIBHr,3 hydroxyisobutyryl CoA hydrolase,,6
HISGLYtex,L Histidinylglycine transport via diffusion  extracellular to periplasm,,6
HISHISabcpp,L Histidinylhistidine  His His  transport via ABC system  periplasm,,6
HKM1PP,2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate phophatase,,6
HMPK1,Hydroxymethylpyrimidine kinase (ATP),,6
HMPPtr,Hydroxymethl pyrimidine phosphate ABC transport,,6
HPHACA,2--hydroxyphenylacetate hydroxylase,,6
HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,,6
HQNt6,Hydroquinone transport inout via proton symport,,6
ID3ACALDt,Indoleacetaldehyde transport  extracellular,,6
ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),,6
IMPC,IMP cyclohydrolase,,6
INSTabc,Inositol transport in via ABC transport,,6
INSTt2,Inositol transport in via proton symport,,6
IPDDI,Isopentenyl-diphosphate D-isomerase,,6
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),,6
IPMD,3-isopropylmalate dehydrogenase,,6
ISETACtex,Isethionate transport via diffusion (extracellular to periplasm),,6
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),,6
LEULEUabcpp,L leucylleucine  leuleu  transport via ABC system  periplasm,,6
MALTTRabc,Maltotriose transport via ABC system,,6
MALTTTRabc,Maltotetraose transport via ABC system,,6
MCSNAH,5-Methylcytosine aminohydrolase,,6
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),,6
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",,6
MELIBabc,Melibiose transport via ABC system (import),,6
MEOHtex,Methanol transport via diffusion (extracellular to periplasm),,6
MG2tex,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),,6
MI1PP,Myo-inositol 1-phosphatase,,6
MLTGY3pp,Murein lytic transglycosylase (murein3p3p) (periplasm),,6
MPTG,Murein polymerizing transglycosylase,,6
MPTG2,Murein polymerizing transglycosylase 2 (three linked units),,6
MSO3tex,Methanesulfonate transport via diffusion (extracellular to periplasm),,6
MTAM_1,,,6
MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",,6
MTRK,5-methylthioribose kinase,,6
MYCTR,MYCTR,,6
NACt,Nicotinic acid transport,,6
NDPK9,Nucleoside diphosphate kinase  ATPIDP,,6
NMNDA,Nicotinamide-nucleotide amidase,,6
NMNN,NMN nucleosidase,,6
NNAM,Nicotinamidase,,6
NODOx,Nitric oxide dioxygenase,,6
NODOy,Nitric oxide dioxygenase,,6
NTD1,5'-nucleotidase (dUMP),,6
NTD12,5'-nucleotidase (dIMP),,6
NTD3,5'-nucleotidase (dCMP),,6
NTD5,5'-nucleotidase (dTMP),,6
NTD6,5'-nucleotidase (dAMP),,6
NTD8,5'-nucleotidase (dGMP),,6
NTP10,Nucleoside-triphosphatase (ITP),,6
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),,6
NTPP10_1,Nucleoside triphosphate pyrophosphorylase (ditp),,6
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),,6
NTPP9_1,Nucleoside triphosphate pyrophosphorylase (itp),,6
OMPDC,Orotidine-5'-phosphate decarboxylase,,6
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",,6
PFK_2,Phosphofructokinase,,6
PFK_4,Phosphofructokinase (s7p),,6
PGK,Phosphoglycerate kinase,,6
PGL,6-phosphogluconolactonase,,6
PGM,Phosphoglycerate mutase,,6
PGMT_B,B phosphoglucomutase,,6
PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",,6
PHEMEt,Heme transport,,6
PIabc,Phosphate transport via ABC system,,6
PIt2r,Phosphate reversible transport via symport,,6
PIt7,Phosphate transport in/out via three Na+ symporter,,6
PLCD,PLCD,,6
PMDPHT,Pyrimidine phosphatase,,6
PMPK,Phosphomethylpyrimidine kinase,,6
PNP,Purine nucleoside phosphorylase,,6
PPM,Phosphopentomutase,,6
PPPGO,Protoporphyrinogen oxidase (aerobic),,6
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),,6
PRAMPC_1,Phosphoribosyl AMP cyclohydrolase,,6
PRATPP,Phosphoribosyl-ATP pyrophosphatase,,6
PROGLYtex,L-Prolinylglycine transport via diffusion (extracellular to periplasm),,6
PSUDS,Pseudouridylate synthase,,6
PTHPS,6-pyruvoyltetrahydropterin synthase,,6
PTHPS_1,6-pyruvoyltetrahydropterin synthase,,6
PTPATi,Pantetheine-phosphate adenylyltransferase,,6
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),,6
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),,6
PYNP1,Pyrimidine-nucleoside phosphorylase (cytosine),,6
PYNP1_1,Pyrimidine-nucleoside phosphorylase (cytosine),,6
R5PP,Ribose 5-phosphate phosphatase,,6
RBFSa,Riboflavin synthase,,6
RBFSa_1,Riboflavin synthase,,6
RBK,Ribokinase,,6
RIBabc,D-ribose transport via ABC system,,6
RIBabc1,D ribose transport out via ABC system,,6
RIBabcpp,D-ribose transport via ABC system (periplasm),,6
SHCHD2_1,Sirohydrochlorin dehydrogenase  NAD,,6
SHKK,Shikimate kinase,,6
SMIA1,Staphyloferrin A Mediated Iron Acquisition,,6
SMIA1Eabc,Siderophore Mediated Iron Acquisition: Staphyloferrin A export,,6
SMIB1,Staphyloferrin B Mediated Iron Acquisition,,6
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),,6
STFRNAt,,,6
SULFACtex,Sulfoaceate transport via diffusion (extracellular to periplasm),,6
TAGURr,Tagaturonate reductase,,6
TAGabc,,,6
TAURtex,Taurine transport via diffusion (extracellular to periplasm),,6
THMP,Thiamin phosphatase,,6
THMabc,Thiamine transport via ABC system,,6
TMDK1,Thymidine kinase (ATP:thymidine),,6
TMDPP,Thymidine phosphorylase,,6
TMN,Thiaminase,,6
TNTR4,TNT nitroreductase Meisenheimer dihydride complex forming,,6
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,,6
UDCPDP,Undecaprenyl-diphosphatase,,6
UDCPDPex,Undecaprenyl-diphosphatase (periplasm),,6
UDPG4E,UDPglucose 4-epimerase,,6
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",,6
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,,6
UPP3S,Uroporphyrinogen-III synthase,,6
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),,6
URATEt_1,Urate permease,,6
URAt2,Uracil transport in via proton symport,,6
URCN,Urocanase,,6
XANt2,Xanthine transport in via proton symport,,6
XTSNH,Xanthosine hydrolase,,6
XYLK,Xylulokinase,,6
YUMPS,YUMP synthetase,,6
r0963,Facilitated diffusion,,6
r2136,Major Facilitator(MFS) TCDB:2.A.1.14.6,,6
13PPDH,"1,3-propanediol dehydrogenase",,7
13PPDH2,"1,3-propanediol dehydrogenase",,7
3CMPt6,3  CMP transport in via proton symport,,7
ADK2,Adenylate kinase (Inorganic triphosphate),,7
AI2tpp,Quorum signal AI-2 exporter,,7
ALAHIStex,L Alaninylhistidine transport via diffusion  extracellular to periplasm,,7
ALALEUtex,L Alaninylleucine transport via diffusion  extracellular to periplasm,,7
ALATHRtex,L Alaninylthreonine transport via diffusion  extracellular to periplasm,,7
ALATRPtex,L Alaninyltryptophan transport via diffusion  extracellular to periplasm,,7
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,,7
BALAALAtex,Beta alanyl L alanine transport via diffusion  extracellular to periplasm,,7
BALABALAtex,Beta alanyl beta alanine transport via diffusion  extracellular to periplasm,,7
BALALEUtex,L Histidinylglycine transport via diffusion  extracellular to periplasm,,7
BLAMDtex,Beta Alaninamide transport via diffusion  extracellular to periplasm,,7
CARNtex,L Carnosine transport via diffusion  extracellular to periplasm,,7
CHLabc,Choline transport via ABC system,,7
CPPPGO,Coproporphyrinogen oxidase (O2 required),,7
DCYTD,Deoxycytidine deaminase,,7
DCYTt2,Deoxycytidine transport in via proton symport,,7
DHQTi,"3-dehydroquinate dehydratase, irreversible",,7
DM1PE,2 3 diketo 5 methylthiopentyl 1 phosphate enolase,,7
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),,7
DPCOAK,Dephospho-CoA kinase,,7
GLCNt2ir,D gluconate transport via proton symport,,7
GLYCtex,Glycerol transport via diffusion (extracellular to periplasm),,7
HISHIStex,L Histidinylhistidine transport via diffusion  extracellular to periplasm,,7
HMBS,Hydroxymethylbilane synthase,,7
LEULEUtex,Leucylleucine transport via diffusion  extracellular to periplasm,,7
MEOHtrpp,Methanol reversible transport via diffusion (periplasm),,7
MTRI,5-methylthioribose-1-phosphate isomerase,,7
NADDP,NAD diphosphatase,,7
NADDPp_1,"NAD diphosphatase, peroxisomal",,7
NADN,NAD nucleosidase,,7
NMNAT,Nicotinamide-nucleotide adenylyltransferase,,7
NMNHYD_1,Nicotinamide ribonucleotide phosphohydrolase,,7
NMNP,NMN permease,,7
NO3abc,,,7
NO3abcpp,Nitrate transport via ABC system (periplasm),,7
NO3t,"Nitrate transport, extracellular",,7
PACALDt,Phenylacetaldehyde transport  extracellular,,7
PPBNGS,Porphobilinogen synthase,,7
RIBtex,Ribose transport via diffusion (extracellular to periplasm),,7
RNMK,Ribosylnicotinamide kinase,,7
SHK3Dr,Shikimate dehydrogenase,,7
THMDt2,Thymidine transport in via proton symport,,7
XYLI1,Xylose isomerase,,7
AI2tex,"Ai2 transport, outer membrane",,8
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,,8
NO3tex,Nitrate transport via diffusion (extracellular to periplasm),,8
XYLabc,D-xylose transport via ABC system,,8
XYLabcpp,D-xylose transport via ABC system (periplasm),,8
XYLt2,D-xylose transport in via proton symport,,8
XYLtex,D-xylose transport via diffusion (extracellular to periplasm),,9
