glucose_uptake,o2_uptake,nh4_uptake,PHB_flux_output
8.515625,9.47265625,9.3359375,3.831812000531571
12.421875,23.73046875,9.3359375,3.937981513908834
12.421875,9.47265625,9.4140625,3.831812000531581
12.421875,23.73046875,9.4140625,3.9379815139085523
8.515625,9.47265625,9.4140625,3.8318120005314387
8.515625,23.73046875,9.3359375,3.937981513908824
8.515625,23.73046875,9.4140625,3.9379815139087166
2.421875,21.97265625,4.3359375,3.9379815139088046
18.515625,21.97265625,4.3359375,3.9379815139087793
2.421875,11.23046875,4.3359375,3.937981513908819
2.421875,21.97265625,4.4140625,3.937981513908652
2.421875,11.23046875,4.4140625,3.9379815139087158
18.515625,21.97265625,4.4140625,3.937981513908673
18.515625,11.23046875,4.3359375,3.93798151390873
18.515625,11.23046875,4.4140625,3.9379815139087198
1.796875,10.25390625,5.2734375,3.92862246028085
1.640625,10.25390625,5.2734375,3.928622460281567
1.796875,13.57421875,5.2734375,3.9379815139088525
1.796875,10.25390625,7.2265625,3.9286224602813884
1.796875,13.57421875,7.2265625,3.9379815139086847
1.640625,10.25390625,7.2265625,3.928622460281549
1.640625,13.57421875,5.2734375,3.9379815139088397
1.640625,13.57421875,7.2265625,3.9379815139086847
11.796875,22.75390625,0.2734375,3.937981513908677
11.640625,22.75390625,0.2734375,3.9379815139097403
11.796875,1.07421875,0.2734375,3.1126143795858576
11.796875,22.75390625,2.2265625,3.937981513909939
11.796875,1.07421875,2.2265625,3.1630522826768495
11.640625,22.75390625,2.2265625,3.9379815139086487
11.640625,1.07421875,0.2734375,3.1126143795859487
11.640625,1.07421875,2.2265625,3.163052282677151
16.796875,4.00390625,7.7734375,3.163876521713172
6.640625,4.00390625,7.7734375,3.1638765217132248
16.796875,7.32421875,7.7734375,3.4225858100551823
16.796875,4.00390625,4.7265625,3.163876521713169
16.796875,7.32421875,4.7265625,3.422585810055416
6.640625,4.00390625,4.7265625,3.1638765217129756
6.640625,7.32421875,7.7734375,3.42258581005546
6.640625,7.32421875,4.7265625,3.422585810055417
6.796875,16.50390625,2.7734375,3.937981513908749
16.640625,16.50390625,2.7734375,3.937981513908679
6.796875,19.82421875,2.7734375,3.9379815139086176
6.796875,16.50390625,9.7265625,3.9379815139086363
6.796875,19.82421875,9.7265625,3.9379815139087007
16.640625,16.50390625,9.7265625,3.9379815139085834
16.640625,19.82421875,2.7734375,3.93798151390859
16.640625,19.82421875,9.7265625,3.93798151390836
9.296875,0.87890625,1.5234375,3.1494001840300356
19.140625,0.87890625,1.5234375,3.1494001840300263
9.296875,22.94921875,1.5234375,3.9379815139087184
9.296875,0.87890625,5.9765625,3.1552514834878673
9.296875,22.94921875,5.9765625,3.9379815139086665
19.140625,0.87890625,5.9765625,3.1552514834876804
19.140625,22.94921875,1.5234375,3.9379815139085808
19.140625,22.94921875,5.9765625,3.937981513908756
